,Film,Year,Location,latitude,longitude
1463,20/20,1978,"Venice, Italy",45.4371908,12.3345898
1464,20/20,1978,Philippines,12.7503486,122.7312101
1465,20/20,1978,"Paris, France",48.8588897,2.3200410217200766
1466,20/20,1978,"Chicago, Illinois, USA",41.8755616,-87.6244212
1467,20/20,1978,Spain,39.3260685,-4.8379791
1468,20/20,1978,"Minneapolis, Minnesota, USA",44.9772995,-93.2654692
1469,20/20,1978,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
1470,20/20,1978,USA,39.7837304,-100.445882
1471,20/20,1978,USA,39.7837304,-100.445882
1472,20/20,1978,USA,39.7837304,-100.445882
1473,20/20,1978,USA,39.7837304,-100.445882
1474,20/20,1978,USA,39.7837304,-100.445882
1475,20/20,1978,USA,39.7837304,-100.445882
1476,20/20,1978,USA,39.7837304,-100.445882
1477,20/20,1978,USA,39.7837304,-100.445882
1478,20/20,1978,USA,39.7837304,-100.445882
1479,20/20,1978,USA,39.7837304,-100.445882
1480,20/20,1978,USA,39.7837304,-100.445882
1481,20/20,1978,USA,39.7837304,-100.445882
1482,20/20,1978,USA,39.7837304,-100.445882
1483,20/20,1978,USA,39.7837304,-100.445882
1484,20/20,1978,USA,39.7837304,-100.445882
1485,20/20,1978,USA,39.7837304,-100.445882
1486,20/20,1978,USA,39.7837304,-100.445882
1487,20/20,1978,USA,39.7837304,-100.445882
1488,20/20,1978,USA,39.7837304,-100.445882
1489,20/20,1978,USA,39.7837304,-100.445882
1490,20/20,1978,USA,39.7837304,-100.445882
1491,20/20,1978,USA,39.7837304,-100.445882
1492,20/20,1978,USA,39.7837304,-100.445882
1493,20/20,1978,"New Orleans, Louisiana, USA",29.9759983,-90.0782127
1494,20/20,1978,USA,39.7837304,-100.445882
1495,20/20,1978,USA,39.7837304,-100.445882
1496,20/20,1978,USA,39.7837304,-100.445882
1497,20/20,1978,USA,39.7837304,-100.445882
1498,20/20,1978,USA,39.7837304,-100.445882
1499,20/20,1978,USA,39.7837304,-100.445882
1500,20/20,1978,USA,39.7837304,-100.445882
1501,20/20,1978,USA,39.7837304,-100.445882
1502,20/20,1978,USA,39.7837304,-100.445882
1503,20/20,1978,USA,39.7837304,-100.445882
1504,20/20,1978,USA,39.7837304,-100.445882
1505,20/20,1978,USA,39.7837304,-100.445882
1506,20/20,1978,USA,39.7837304,-100.445882
1507,20/20,1978,USA,39.7837304,-100.445882
1508,20/20,1978,USA,39.7837304,-100.445882
1509,20/20,1978,USA,39.7837304,-100.445882
1510,20/20,1978,USA,39.7837304,-100.445882
1511,20/20,1978,USA,39.7837304,-100.445882
1512,20/20,1978,USA,39.7837304,-100.445882
1513,20/20,1978,USA,39.7837304,-100.445882
1514,20/20,1978,USA,39.7837304,-100.445882
1515,20/20,1978,USA,39.7837304,-100.445882
1516,20/20,1978,USA,39.7837304,-100.445882
1517,20/20,1978,USA,39.7837304,-100.445882
1518,20/20,1978,USA,39.7837304,-100.445882
1519,20/20,1978,USA,39.7837304,-100.445882
1520,20/20,1978,USA,39.7837304,-100.445882
1521,20/20,1978,USA,39.7837304,-100.445882
1522,20/20,1978,USA,39.7837304,-100.445882
1523,20/20,1978,USA,39.7837304,-100.445882
1524,20/20,1978,USA,39.7837304,-100.445882
1525,20/20,1978,USA,39.7837304,-100.445882
1526,20/20,1978,USA,39.7837304,-100.445882
1527,20/20,1978,USA,39.7837304,-100.445882
1528,20/20,1978,USA,39.7837304,-100.445882
1529,20/20,1978,USA,39.7837304,-100.445882
1530,20/20,1978,USA,39.7837304,-100.445882
1531,20/20,1978,USA,39.7837304,-100.445882
1532,20/20,1978,USA,39.7837304,-100.445882
1533,20/20,1978,USA,39.7837304,-100.445882
1534,20/20,1978,USA,39.7837304,-100.445882
1535,20/20,1978,USA,39.7837304,-100.445882
1536,20/20,1978,USA,39.7837304,-100.445882
1537,20/20,1978,USA,39.7837304,-100.445882
1538,20/20,1978,USA,39.7837304,-100.445882
1539,20/20,1978,USA,39.7837304,-100.445882
1540,20/20,1978,USA,39.7837304,-100.445882
1541,20/20,1978,USA,39.7837304,-100.445882
1542,20/20,1978,USA,39.7837304,-100.445882
1543,20/20,1978,USA,39.7837304,-100.445882
1544,20/20,1978,USA,39.7837304,-100.445882
1545,20/20,1978,USA,39.7837304,-100.445882
1546,20/20,1978,USA,39.7837304,-100.445882
1547,20/20,1978,USA,39.7837304,-100.445882
1548,20/20,1978,USA,39.7837304,-100.445882
1549,20/20,1978,USA,39.7837304,-100.445882
1550,20/20,1978,USA,39.7837304,-100.445882
1551,20/20,1978,USA,39.7837304,-100.445882
1552,20/20,1978,USA,39.7837304,-100.445882
1553,20/20,1978,USA,39.7837304,-100.445882
1554,20/20,1978,USA,39.7837304,-100.445882
1555,20/20,1978,USA,39.7837304,-100.445882
1556,20/20,1978,USA,39.7837304,-100.445882
1557,20/20,1978,USA,39.7837304,-100.445882
1558,20/20,1978,USA,39.7837304,-100.445882
1559,20/20,1978,USA,39.7837304,-100.445882
1560,20/20,1978,USA,39.7837304,-100.445882
1561,20/20,1978,USA,39.7837304,-100.445882
1562,20/20,1978,USA,39.7837304,-100.445882
1563,20/20,1978,USA,39.7837304,-100.445882
1564,20/20,1978,USA,39.7837304,-100.445882
1565,20/20,1978,USA,39.7837304,-100.445882
1566,20/20,1978,USA,39.7837304,-100.445882
1567,20/20,1978,USA,39.7837304,-100.445882
1568,20/20,1978,USA,39.7837304,-100.445882
1569,20/20,1978,USA,39.7837304,-100.445882
1570,20/20,1978,USA,39.7837304,-100.445882
1571,20/20,1978,USA,39.7837304,-100.445882
1572,20/20,1978,USA,39.7837304,-100.445882
1573,20/20,1978,USA,39.7837304,-100.445882
1574,20/20,1978,USA,39.7837304,-100.445882
1575,20/20,1978,USA,39.7837304,-100.445882
1576,20/20,1978,USA,39.7837304,-100.445882
1577,20/20,1978,USA,39.7837304,-100.445882
1578,20/20,1978,USA,39.7837304,-100.445882
1579,20/20,1978,USA,39.7837304,-100.445882
1580,20/20,1978,USA,39.7837304,-100.445882
1581,20/20,1978,USA,39.7837304,-100.445882
1582,20/20,1978,USA,39.7837304,-100.445882
1583,20/20,1978,USA,39.7837304,-100.445882
1584,20/20,1978,USA,39.7837304,-100.445882
1585,20/20,1978,USA,39.7837304,-100.445882
1586,20/20,1978,USA,39.7837304,-100.445882
1587,20/20,1978,USA,39.7837304,-100.445882
1588,20/20,1978,USA,39.7837304,-100.445882
1589,20/20,1978,USA,39.7837304,-100.445882
1590,20/20,1978,USA,39.7837304,-100.445882
1591,20/20,1978,USA,39.7837304,-100.445882
1592,20/20,1978,USA,39.7837304,-100.445882
1593,20/20,1978,USA,39.7837304,-100.445882
1594,20/20,1978,USA,39.7837304,-100.445882
1595,20/20,1978,USA,39.7837304,-100.445882
1596,20/20,1978,USA,39.7837304,-100.445882
1597,20/20,1978,USA,39.7837304,-100.445882
1598,20/20,1978,USA,39.7837304,-100.445882
1599,20/20,1978,USA,39.7837304,-100.445882
1600,20/20,1978,USA,39.7837304,-100.445882
1601,20/20,1978,USA,39.7837304,-100.445882
1602,20/20,1978,USA,39.7837304,-100.445882
1603,20/20,1978,USA,39.7837304,-100.445882
1604,20/20,1978,USA,39.7837304,-100.445882
1605,20/20,1978,USA,39.7837304,-100.445882
1606,20/20,1978,USA,39.7837304,-100.445882
1607,20/20,1978,USA,39.7837304,-100.445882
1608,20/20,1978,USA,39.7837304,-100.445882
1609,20/20,1978,USA,39.7837304,-100.445882
1610,20/20,1978,USA,39.7837304,-100.445882
1611,20/20,1978,USA,39.7837304,-100.445882
1612,20/20,1978,USA,39.7837304,-100.445882
1613,20/20,1978,USA,39.7837304,-100.445882
1614,20/20,1978,USA,39.7837304,-100.445882
1615,20/20,1978,USA,39.7837304,-100.445882
1616,20/20,1978,USA,39.7837304,-100.445882
1617,20/20,1978,USA,39.7837304,-100.445882
1618,20/20,1978,USA,39.7837304,-100.445882
1619,20/20,1978,USA,39.7837304,-100.445882
1620,20/20,1978,USA,39.7837304,-100.445882
1621,20/20,1978,USA,39.7837304,-100.445882
1622,20/20,1978,USA,39.7837304,-100.445882
1623,20/20,1978,USA,39.7837304,-100.445882
1624,20/20,1978,USA,39.7837304,-100.445882
1625,20/20,1978,USA,39.7837304,-100.445882
1626,20/20,1978,USA,39.7837304,-100.445882
1627,20/20,1978,USA,39.7837304,-100.445882
1628,20/20,1978,USA,39.7837304,-100.445882
1629,20/20,1978,USA,39.7837304,-100.445882
1630,20/20,1978,USA,39.7837304,-100.445882
1631,20/20,1978,USA,39.7837304,-100.445882
1632,20/20,1978,USA,39.7837304,-100.445882
1633,20/20,1978,USA,39.7837304,-100.445882
1634,20/20,1978,USA,39.7837304,-100.445882
1635,20/20,1978,USA,39.7837304,-100.445882
1636,20/20,1978,"Bangkok, Thailand",13.7525438,100.4934734
1637,20/20,1978,"Sioux Falls, South Dakota, USA",43.5460587,-96.7313928
1638,20/20,1978,USA,39.7837304,-100.445882
1639,20/20,1978,USA,39.7837304,-100.445882
1640,20/20,1978,USA,39.7837304,-100.445882
1641,20/20,1978,USA,39.7837304,-100.445882
1642,20/20,1978,USA,39.7837304,-100.445882
1643,20/20,1978,USA,39.7837304,-100.445882
1644,20/20,1978,USA,39.7837304,-100.445882
1645,20/20,1978,USA,39.7837304,-100.445882
1646,20/20,1978,USA,39.7837304,-100.445882
1647,20/20,1978,USA,39.7837304,-100.445882
1648,20/20,1978,USA,39.7837304,-100.445882
1649,20/20,1978,USA,39.7837304,-100.445882
1650,20/20,1978,USA,39.7837304,-100.445882
1651,20/20,1978,USA,39.7837304,-100.445882
1652,20/20,1978,USA,39.7837304,-100.445882
1653,20/20,1978,USA,39.7837304,-100.445882
1654,20/20,1978,USA,39.7837304,-100.445882
1655,20/20,1978,USA,39.7837304,-100.445882
1656,20/20,1978,USA,39.7837304,-100.445882
1657,20/20,1978,USA,39.7837304,-100.445882
1658,20/20,1978,USA,39.7837304,-100.445882
1659,20/20,1978,USA,39.7837304,-100.445882
1660,20/20,1978,USA,39.7837304,-100.445882
1661,20/20,1978,USA,39.7837304,-100.445882
1662,20/20,1978,USA,39.7837304,-100.445882
1663,20/20,1978,USA,39.7837304,-100.445882
1664,20/20,1978,USA,39.7837304,-100.445882
1665,20/20,1978,USA,39.7837304,-100.445882
1666,20/20,1978,USA,39.7837304,-100.445882
1667,20/20,1978,USA,39.7837304,-100.445882
1668,20/20,1978,USA,39.7837304,-100.445882
1669,20/20,1978,USA,39.7837304,-100.445882
1670,20/20,1978,USA,39.7837304,-100.445882
1671,20/20,1978,USA,39.7837304,-100.445882
1672,20/20,1978,"Phoenix, Arizona, USA",33.4484367,-112.0741417
1673,20/20,1978,USA,39.7837304,-100.445882
1674,20/20,1978,USA,39.7837304,-100.445882
1675,20/20,1978,USA,39.7837304,-100.445882
1676,20/20,1978,USA,39.7837304,-100.445882
1677,20/20,1978,USA,39.7837304,-100.445882
1678,200 Ecos,2010,"Guadalajara, Jalisco, Mexico",20.6720375,-103.338396
1679,200 Million Years Old Classmate,2017,"Beijing, China",39.906217,116.3912757
1680,200 Million Years Old Classmate,2017,"Qingdao, China",36.0638034,120.3781372
1681,200.000 voor Antwerpen,1959,"Antwerp, Flanders, Belgium",51.2211097,4.3997081
1682,2000 Jahre Christentum,2000,"Antigua, Guatemala",14.5589875,-90.7333258
1683,2000 Jahre Christentum,2000,Guatemala,15.687100699999998,-90.12265453178016
1684,2000 Jahre Christentum,2000,"San Andrés Itzapa, Guatemala",14.620779,-90.8441322
1685,2000 Malibu Road,1992,"Malibu, California, USA",34.035591,-118.689423
1686,2002 FIFA World Cup,2002,"Busan Asiad Stadium, Busan, South Korea",35.19008635,129.0595105381529
1687,2002 FIFA World Cup,2002,"Daejeon World Cup Stadium, Daejeon, South Korea",36.36525335,127.32510742291792
1688,2002 FIFA World Cup,2002,"Incheon Munhak Stadium, Incheon, South Korea",37.4350773,126.69075155692887
1689,2002 FIFA World Cup,2002,Japan,36.5748441,139.2394179
1690,2002 FIFA World Cup,2002,"Jeonju World Cup Stadium, Jeonju, South Korea",35.867807400000004,127.06458906981494
1691,2002 FIFA World Cup,2002,"Kashima Stadium, Kashima, Japan",35.9920049,140.64036786659403
1692,2002 FIFA World Cup,2002,"Kobe Wing Stadium, Kobe, Hyogo, Japan",34.656696600000004,135.16815673063385
1693,2002 FIFA World Cup,2002,"Miyagi Stadium, Rifu, Miyagi, Japan",38.3353656,140.95038460836236
1694,2002 FIFA World Cup,2002,"Munsu Cup Stadium, Ulsan, South Korea",35.5330059,129.2585538997232
1695,2002 FIFA World Cup,2002,"Nagai Stadium, Osaka, Japan",34.61413695,135.51851748633447
1696,2002 FIFA World Cup,2002,"Niigata Stadium, Niigata, Japan",37.9483599,139.1883607423902
1697,2002 FIFA World Cup,2002,"Nissan Stadium, Yokohama, Kanagawa, Japan",35.5099882,139.60638254387774
1698,2002 FIFA World Cup,2002,"Oita Stadium, Oita, Japan",33.2007159,131.65749200362785
1699,2002 FIFA World Cup,2002,"Sapporo Dome, Sapporo, Hokkaido, Japan",43.01516255,141.4096924939122
1700,2002 FIFA World Cup,2002,"Seoul World Cup Stadium, Seongsan 2-dong, Mapo-gu, Seoul, South Korea",37.5683021,126.89724766470336
1701,2002 FIFA World Cup,2002,"Shizuoka Ecopa Stadium, Fukuroi, Japan",34.74349185,137.97075786160497
1702,2002 FIFA World Cup,2002,"Suwon World Cup Stadium, Suwon, South Korea",37.2864084,127.03680502041216
1703,2004 Jammys: The Theatre at Madison Square Garden,2004,"Manhattan, New York City, New York, USA",40.7896239,-73.9598939
1704,2004 UEFA European Football Championship,2004,"Estádio Algarve, Faro, Algarve, Portugal",37.0882389,-7.974662879262601
1705,2004 UEFA European Football Championship,2004,"Estádio Cidade de Coimbra, Coimbra, Portugal",40.20318815,-8.40768230578597
1706,2004 UEFA European Football Championship,2004,"Estádio D. Afonso Henriques, Guimarães, Portugal",41.4458497,-8.30095481834734
1707,2004 UEFA European Football Championship,2004,"Estádio Dr. Magalhães Pessoa, Leiria, Portugal",39.74882985,-8.812928038416231
1708,2004 UEFA European Football Championship,2004,"Estádio José Alvalade, Lisbon, Portugal",38.76125745,-9.160795109759835
1709,2004 UEFA European Football Championship,2004,"Estádio Municipal de Aveiro, Aveiro, Portugal",40.6477695,-8.593694303459056
1710,2004 UEFA European Football Championship,2004,"Estádio Municipal de Braga, Braga, Portugal",41.56249955,-8.429867703056743
1711,2004 UEFA European Football Championship,2004,"Estádio da Luz, Lisbon, Portugal",38.7526809,-9.184661888906753
1712,2004 UEFA European Football Championship,2004,"Estádio do Bessa, Porto, Portugal",41.1621038,-8.641686822373488
1713,2004 UEFA European Football Championship,2004,"Estádio do Dragão, Porto, Portugal",41.1617848,-8.584780600645765
1714,2004 World Series of Poker,2004,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1715,2004 World Series,2004,"Baghdad, Iraq",33.3024309,44.3787992
1716,2004 World Series,2004,"Boston, Massachusetts, USA",42.3602534,-71.0582912
1717,2004 World Series,2004,"New York City, New York, USA",40.7127281,-74.0060152
1718,2004 World Series,2004,"St. Louis, Missouri, USA",38.6264256,-90.1995853
1719,2005 World Figure Skating Championships,2005,"Moscow, Russia",55.7504461,37.6174943
1720,2006 FIFA World Cup,2006,"AWD-Arena, Hannover, Lower Saxony, Germany",52.3600379,9.73000838304105
1721,2006 FIFA World Cup,2006,"Allianz Arena, Munich, Bavaria, Germany",48.21880845,11.624664151799871
1722,2006 FIFA World Cup,2006,"Commerzbank-Arena, Frankfurt am Main, Hessen, Germany",50.06859935,8.645462952099116
1723,2006 FIFA World Cup,2006,"Frankenstadion, Nuremberg, Bavaria, Germany",49.4292486,11.1298367
1724,2006 FIFA World Cup,2006,"Fritz-Walter-Stadion, Kaiserslautern, Rhineland-Palatinate, Germany",49.4345739,7.7766235351726545
1725,2006 FIFA World Cup,2006,Germany,51.0834196,10.4234469
1726,2006 FIFA World Cup,2006,"Gottlieb-Daimler-Stadion, Stuttgart, Baden-Württemberg, Germany",48.7918161,9.2411731
1727,2006 FIFA World Cup,2006,"Olympiastadion, Charlottenburg, Berlin, Germany",52.5145846,13.239814417756278
1728,2006 FIFA World Cup,2006,"RheinEnergieStadion, Cologne, North Rhine-Westphalia, Germany",50.9335055,6.876025544484957
1729,2006 FIFA World Cup,2006,"Westfalenstadion, Dortmund, North Rhine-Westphalia, Germany",51.492839200000006,7.450809057344166
1730,2006 FIFA World Cup,2006,"Zentralstadion, Leipzig, Saxony, Germany",51.34579105,12.34825492263645
1731,2007 LG Action Sports World Championships,2007,"Dallas, Texas, USA",32.7762719,-96.7968559
1732,2007 World Series of Poker,2007,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1733,2007 World Series of Poker,2007,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1734,2007 World Series of Poker,2007,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1735,2007 World Series of Poker,2007,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1736,2007 World Series: Boston Red Sox vs. Colorado Rockies,2007,"Boston, Massachusetts, USA",42.3602534,-71.0582912
1737,2007 World Series: Boston Red Sox vs. Colorado Rockies,2007,"Coors Field - 2001 Blake Street, Denver, Colorado, USA",39.7560314,-104.99292855531492
1738,2007 World Series: Boston Red Sox vs. Colorado Rockies,2007,"Denver, Colorado, USA",39.7392364,-104.9848623
1739,2008 UEFA European Football Championship,2008,"Ernst-Happel-Stadion, Vienna, Austria",48.2071637,16.419642566184816
1740,2008 UEFA European Football Championship,2008,"Letzigrund Stadion, Zürich, Kanton Zürich, Switzerland",47.38282055,8.50373866657526
1741,2008 UEFA European Football Championship,2008,"Stade de Genève, Geneva, Canton de Genève, Switzerland",46.17782645,6.127408681010735
1742,2008 UEFA European Football Championship,2008,"Stade de Suisse Wankdorf, Bern, Kanton Bern, Switzerland",46.9631042,7.464863780575693
1743,2008 UEFA European Football Championship,2008,"Stadion Salzburg Wals-Siezenheim, Salzburg, Salzburg, Austria",47.8181664,12.9962677
1744,2008 UEFA European Football Championship,2008,"Stadion Tivoli NEU, Innsbruck, Tyrol, Austria",47.25587895,11.412067950229543
1745,2008 UEFA European Football Championship,2008,"Wörthersee Stadion, Klagenfurt, Carinthia, Austria",46.6089701,14.279126564977275
1746,2008 World Series of Poker,2008,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1747,2008 World Series of Poker,2008,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1748,2008 World Series of Poker,2008,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1749,2008 World Series of Poker,2008,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1750,2008 World Series of Poker,2008,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1751,2009 World Series of Poker,2009,"Las Vegas, Nevada, USA",36.1672559,-115.148516
1752,2009: A True Story,2008,"Los Angeles, California, USA",34.0536909,-118.242766
1753,2010 FIFA World Cup,2010,"Cape Town Stadium, Cape Town, Western Cape, South Africa",-33.903460100000004,18.411145824940803
1754,2010 FIFA World Cup,2010,"Ellis Park Stadium, Johannesburg, South Africa",-26.197478850000003,28.06076823792536
1755,2010 FIFA World Cup,2010,"FNB Stadium, Johannesburg, South Africa",-26.23470625,27.98264390042038
1756,2010 FIFA World Cup,2010,"Free State Stadium, Bloemfontein, Free State, South Africa",-29.1172351,26.20876956700543
1757,2010 FIFA World Cup,2010,"Loftus Versfeld Stadium, Pretoria, South Africa",-25.75323475,28.22293274766396
1758,2010 FIFA World Cup,2010,"Mbombela Stadium, Nelspruit, Mpumalanga, South Africa",-25.4617294,30.92968989749547
1759,2010 FIFA World Cup,2010,"Moses Mabhida Stadium, Durban, KwaZulu-Natal, South Africa",-29.8290225,31.02933839856925
1760,2010 FIFA World Cup,2010,"Peter Mokaba Stadium, Polokwane, Limpopo, South Africa",-23.92480585,29.46796009097984
1761,2010 FIFA World Cup,2010,"Royal Bafokeng Stadium, Phokeng, South Africa",-25.5787724,27.16081304471648
1762,2010 World Series,2010,"AT&T Park, San Francisco, California, USA",37.7811362,-122.457083
1763,2010 World Series,2010,"Globe Life Park in Arlington - 1000 Ballpark Way, Arlington, Texas, USA",32.7513904,-97.08347649984134
1764,2011 Stanley Cup Finals,2011,"Boston, Massachusetts, USA",42.3602534,-71.0582912
1765,2011 Stanley Cup Finals,2011,"Rogers Arena - 800 Griffiths Way, Vancouver, British Columbia, Canada",49.2779085,-123.10894170979472
1766,2011 Stanley Cup Finals,2011,"Vancouver, British Columbia, Canada",49.2608724,-123.113952
1767,2011 Stanley Cup Finals,2011,"Vancouver, British Columbia, Canada",49.2608724,-123.113952
1768,2011 Stanley Cup Finals,2011,"Vancouver, British Columbia, Canada",49.2608724,-123.113952
1769,2011 Stanley Cup Finals,2011,"Boston, Massachusetts, USA",42.3602534,-71.0582912
1770,2011 Stanley Cup Finals,2011,"Boston, Massachusetts, USA",42.3602534,-71.0582912
1771,2011 Stanley Cup Finals,2011,"Vancouver, British Columbia, Canada",49.2608724,-123.113952
1772,2011 Stanley Cup Finals,2011,"Boston, Massachusetts, USA",42.3602534,-71.0582912
1773,2011 Stanley Cup Finals,2011,"Vancouver, British Columbia, Canada",49.2608724,-123.113952
1774,2011 World Series,2011,"Globe Life Park in Arlington - 1000 Ballpark Way, Arlington, Texas, USA",32.7513904,-97.08347649984134
1775,2011 World Series,2011,"Globe Life Park in Arlington - 1000 Ballpark Way, Arlington, Texas, USA",32.7513904,-97.08347649984134
1776,2011 World Series,2011,"Globe Life Park in Arlington - 1000 Ballpark Way, Arlington, Texas, USA",32.7513904,-97.08347649984134
1777,2011 World Series,2011,"Globe Life Park in Arlington - 1000 Ballpark Way, Arlington, Texas, USA",32.7513904,-97.08347649984134
1778,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1779,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1780,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1781,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1782,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1783,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1784,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1785,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1786,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1787,2012 Aussie Millions Poker Championship,2013,"Melbourne, Australia",-37.8142176,144.9631608
1788,2012 ECAC Men's Hockey Championship,2012,"Atlantic City, New Jersey, USA",39.3642852,-74.4229351
1789,2012 Stanley Cup Finals,2012,"Prudential Center, Newark, New Jersey, USA",40.73352010000001,-74.17110426980543
1790,2012 Stanley Cup Finals,2012,"Prudential Center, Newark, New Jersey, USA",40.73352010000001,-74.17110426980543
1791,2012 Stanley Cup Finals,2012,"Prudential Center, Newark, New Jersey, USA",40.73352010000001,-74.17110426980543
1792,2012 Stanley Cup Finals,2012,"Prudential Center, Newark, New Jersey, USA",40.73352010000001,-74.17110426980543
1793,2012 UEFA European Football Championship,2012,"PGE Arena, Gdansk, Pomorskie, Poland",54.38997575,18.64144356483957
1794,2012 UEFA European Football Championship,2012,"Stadion Miejski, Wroclaw, Dolnoslaskie, Poland",51.0304511,16.774803421659918
1795,2012 UEFA European Football Championship,2012,"Stadion Miejski, Poznan, Wielkopolskie, Poland",52.3948519,16.8613322
1796,2012 UEFA European Football Championship,2012,"Olympic Stadium, Kiev, Ukraine",50.4335642,30.52134610147808
1797,2012 UEFA European Football Championship,2012,"Metalist Stadium, Kharkiv, Ukraine",49.980863,36.26157596317647
1798,2012 UEFA European Football Championship,2012,"Arena Lviv, Lviv, Ukraine",49.7746222,24.026844001788525
1799,2012 World Series,2012,"AT&T Park, San Francisco, California, USA",37.7811362,-122.457083
1800,2012 World Series,2012,"AT&T Park, San Francisco, California, USA",37.7811362,-122.457083
1801,2012 World Series,2012,"AT&T Park, San Francisco, California, USA",37.7811362,-122.457083
1802,2012 the Webseries,2011,"Guatemala City, Guatemala",14.6222328,-90.5185188
1803,2012 the Webseries,2011,"Toronto, Ontario, Canada",43.6534817,-79.3839347
1804,2012 the Webseries,2011,"Ottawa, Ontario, Canada",45.4211435,-75.6900574
1805,2012 the Webseries,2011,"Trieste, Friuli-Venezia Giulia, Italy",45.6496485,13.7772781
1806,2012 the Webseries,2011,"Venice, Veneto, Italy",45.4371908,12.3345898
1807,2012 the Webseries,2011,"Munich, Bavaria, Germany",48.1371079,11.5753822
1808,2013 Aussie Millions Poker Championship,2013,"Crown Casino, Melbourne, Victoria, Australia",-37.82333165,144.95828578718215
1809,2013 ECAC Women's Hockey Championship,2013,"Ithaca, New York, USA",42.437072,-76.54831458600927
1810,2013 Stanley Cup Finals,2013,"United Center - 1901 W. Madison Street, Near West Side, Chicago, Illinois, USA",41.88068305,-87.67418510441388
1811,2013 Stanley Cup Finals,2013,"United Center - 1901 W. Madison Street, Near West Side, Chicago, Illinois, USA",41.88068305,-87.67418510441388
1812,2013 Stanley Cup Finals,2013,"United Center - 1901 W. Madison Street, Near West Side, Chicago, Illinois, USA",41.88068305,-87.67418510441388
1813,2013 Stanley Cup Finals,2013,"United Center - 1901 W. Madison Street, Near West Side, Chicago, Illinois, USA",41.88068305,-87.67418510441388
1814,2013 WSOP Asia Pacific,2013,"Crown Casino, Melbourne, Victoria, Australia",-37.82333165,144.95828578718215
1815,2014 American League Championship Series,2014,"Kauffman Stadium - 1 Royal Way, Kansas City, Missouri, USA",39.0514715,-94.48139730530374
1816,2014 World Series,2014,"Kauffman Stadium - 1 Royal Way, Kansas City, Missouri, USA",39.0514715,-94.48139730530374
1817,2014 World Series,2014,"Kauffman Stadium - 1 Royal Way, Kansas City, Missouri, USA",39.0514715,-94.48139730530374
1818,2014 World Series,2014,"AT&T Park, San Francisco, California, USA",37.7811362,-122.457083
1819,2014 World Series,2014,"AT&T Park, San Francisco, California, USA",37.7811362,-122.457083
1820,2014 World Series,2014,"AT&T Park, San Francisco, California, USA",37.7811362,-122.457083
1821,2014 World Series,2014,"Kauffman Stadium - 1 Royal Way, Kansas City, Missouri, USA",39.0514715,-94.48139730530374
1822,2014 World Series,2014,"Kauffman Stadium - 1 Royal Way, Kansas City, Missouri, USA",39.0514715,-94.48139730530374
1823,2014,2013,"Glasgow, Scotland, UK",55.8609825,-4.2488787
1824,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1825,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1826,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1827,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1828,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1829,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1830,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1831,2015 MTV Video Music Awards with People Magazine,2015,"Los Angeles, California, USA",34.0536909,-118.242766
1832,2015 Stanley Cup Finals,2015,"United Center - 1901 W. Madison Street, Near West Side, Chicago, Illinois, USA",41.88068305,-87.67418510441388
1833,2015 Stanley Cup Finals,2015,"Amalie Arena - 401 Channelside Drive, Tampa, Florida, USA",27.942704,-82.45189031562487
